catalog_name,product_name,product_url,product_reviews,product_stars,price,pic_url
Handmade Products,"Harry Potter Quotes & Sayings - Set of 4-8""x10"" Prints - Great Harry Potter Gifts (set #1)",https://www.amazon.com/Harry-Potter-Quotes-Sayings-Prints/dp/B076ZV1LK2/ref=zg_bs_handmade_1?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,67,4.7 out of 5 stars,$16.95,"https://images-na.ssl-images-amazon.com/images/I/A1QR5cqGc%2BL._AC_UL200_SR200,200_.jpg"
Handmade Products,"It's not really drinking alone if the dog is home stemless wine glass, 15 oz.(dog) - Laser Etched",https://www.amazon.com/really-drinking-alone-stemless-glass/dp/B01CQCPYAA/ref=zg_bs_handmade_2?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,107,4.8 out of 5 stars,$14.99,"https://images-na.ssl-images-amazon.com/images/I/61osR6-B%2BsL._AC_UL200_SR200,200_.jpg"
Handmade Products,"Personalized Name Decal Sticker - Gloss Vinyl for Yeti Cups, Windows, Laptops - Choose Font,…",https://www.amazon.com/Personalized-Name-Decal-Sticker-Windows/dp/B01JZXL1K0/ref=zg_bs_handmade_3?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,187,4.7 out of 5 stars,$6.50,"https://images-na.ssl-images-amazon.com/images/I/51G4664jqXL._AC_UL200_SR200,200_.jpg"
Handmade Products,Harry Potter. Harry Potter Glasses. Harry Potter Mom Shirt. Harry Potter T Shirt. Unisex Fit.,https://www.amazon.com/Potter-Potter-Glasses-Shirt-Unisex/dp/B078PCLV8L/ref=zg_bs_handmade_4?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,5,5.0 out of 5 stars,$23.00,"https://images-na.ssl-images-amazon.com/images/I/51bu%2BNXAjjL._AC_UL200_SR200,200_.jpg"
Handmade Products,Mickey Mouse Love. Hand Screen Printed With Eco Water Based Ink. Disney Love T Shirt. Cool T…,https://www.amazon.com/Mickey-Screen-Printed-Disney-Crew-Neck/dp/B0797LWNP1/ref=zg_bs_handmade_5?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,21,4.5 out of 5 stars,$21.99,"https://images-na.ssl-images-amazon.com/images/I/51A5ts3u9FL._AC_UL200_SR200,200_.jpg"
Handmade Products,Personalized Necklace Silver Name Plate Bar Gold Necklace Custom Silver Necklace Wedding…,https://www.amazon.com/Personalized-Necklace-Silver-Wedding-Bridesmaid/dp/B015HVACEA/ref=zg_bs_handmade_6?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,511,4.2 out of 5 stars,$17.50,"https://images-na.ssl-images-amazon.com/images/I/91Oytlu0dOL._AC_UL200_SR200,200_.jpg"
Handmade Products,Custom Leather Keychain | Personalized Keychain,https://www.amazon.com/Custom-Leather-Keychain-Personalized/dp/B06VV44YSC/ref=zg_bs_handmade_7?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,55,4.5 out of 5 stars,$14.00,"https://images-na.ssl-images-amazon.com/images/I/A1s0iFteEnL._AC_UL200_SR200,200_.jpg"
Handmade Products,"Custom Personalized Wooden Name Sign 12-55"" WIDE - CHARLOTTE Font Letters Baby Name…",https://www.amazon.com/Custom-Personalized-Wooden-Name-12-55/dp/B01G29HQ8G/ref=zg_bs_handmade_8?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,205,4.7 out of 5 stars,$14.99,"https://images-na.ssl-images-amazon.com/images/I/91YXDaCEwtL._AC_UL200_SR200,200_.jpg"
Handmade Products,The Original BenShot Bullet Rocks Glass with Real Bullet 0.308 Made in the USA,https://www.amazon.com/Original-BenShot-Bullet-Rocks-USA/dp/B01ASDYQQC/ref=zg_bs_handmade_9?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,642,4.9 out of 5 stars,$19.99,"https://images-na.ssl-images-amazon.com/images/I/61qwLu-TusL._AC_UL200_SR200,200_.jpg"
Handmade Products,"Good Day, Bad Day - Funny 11 oz Rocks Glass, Permanently Etched, Gift for Dad, Co-Worker,…",https://www.amazon.com/Good-Day-Bad-Permanently-Co-Worker/dp/B01I7F27BY/ref=zg_bs_handmade_10?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,106,4.6 out of 5 stars,$15.95,"https://images-na.ssl-images-amazon.com/images/I/71dDW7vRm8L._AC_UL200_SR200,200_.jpg"
Handmade Products,Faux Gold and Silver Tiny Nose Rings Fake Body Jewelry No Piercing Needed Set of Two,https://www.amazon.com/Silver-Rings-Jewelry-Piercing-Needed/dp/B01BDLY9J2/ref=zg_bs_handmade_11?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,160,4.5 out of 5 stars,$7.00,"https://images-na.ssl-images-amazon.com/images/I/7125lw6UB8L._AC_UL200_SR200,200_.jpg"
Handmade Products,SALE 12-36 inch Wooden Monogram Letters Vine Room Decor Nursery Decor Wooden Monogram…,https://www.amazon.com/Monogram-Letters-Nursery-monogram-hanging/dp/B016TMOHPG/ref=zg_bs_handmade_12?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,224,4.7 out of 5 stars,$14.99,"https://images-na.ssl-images-amazon.com/images/I/91yCah3f99L._AC_UL200_SR200,200_.jpg"
Handmade Products,Unicorn Birthday Cake Slime (Scented) with CHARM - 4oz,https://www.amazon.com/Unicorn-Birthday-Slime-Scented-CHARM/dp/B07CQR7Y1X/ref=zg_bs_handmade_13?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,8,4.4 out of 5 stars,$9.50,"https://images-na.ssl-images-amazon.com/images/I/71NUMrT6RpL._AC_UL200_SR200,200_.jpg"
Handmade Products,18K Gold Plated Name Necklace Personalized Sterling Silver Necklace Pendent Gifts Custom…,https://www.amazon.com/Plated-Necklace-Personalized-Sterling-Pendent/dp/B06XXDBHHJ/ref=zg_bs_handmade_14?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,51,4.2 out of 5 stars,$17.99,"https://images-na.ssl-images-amazon.com/images/I/41MJKBFvnzL._AC_UL200_SR200,200_.jpg"
Handmade Products,"First Christmas as Mr & Mrs Ornament 2018, Rustic 1st Married Christmas Ornament, First Married,…",https://www.amazon.com/Christmas-Ornament-Married-Porcelain-Ceramic/dp/B072F1CZR4/ref=zg_bs_handmade_15?_encoding=UTF8&psc=1&refRID=0B5CRQ4KAN44Q7KV9HC2,135,4.7 out of 5 stars,$18.95,"https://images-na.ssl-images-amazon.com/images/I/71nZ1SFEecL._AC_UL200_SR200,200_.jpg"
Smart Home,RENPHO Bluetooth Body Fat Scale - FDA Approved - Smart BMI Scale Digital Bathroom Wireless…,https://www.amazon.com/RENPHO-Bluetooth-Body-Fat-Scale/dp/B01N1UX8RW/ref=zg_bs_smart-home_1?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"4,579",4.4 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/71uT5aVQURL._AC_UL200_SR200,200_.jpg"
Smart Home,"HP OfficeJet 4650 Wireless All-in-One Photo Printer with Mobile Printing, HP Instant Ink &…",https://www.amazon.com/HP-OfficeJet-Wireless-Replenishment-F1J03A/dp/B013SKI4X8/ref=zg_bs_smart-home_2?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"3,808",3.9 out of 5 stars,not found,"https://images-na.ssl-images-amazon.com/images/I/71mCFoUwbgL._AC_UL200_SR200,200_.jpg"
Smart Home,"Wyze Cam 1080p HD Indoor Wireless Smart Home Camera with Night Vision, 2-Way Audio, Works…",https://www.amazon.com/Wyze-Indoor-Wireless-Camera-Vision/dp/B076H3SRXG/ref=zg_bs_smart-home_3?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"1,323",4.0 out of 5 stars,$25.98,"https://images-na.ssl-images-amazon.com/images/I/51H5U1Q8RRL._AC_UL200_SR200,200_.jpg"
Smart Home,Tile Mate - Key Finder. Phone Finder. Anything Finder - 4 Pack (Packaging May Vary),https://www.amazon.com/Tile-Mate-Finder-Anything-Packaging/dp/B01L3VEC94/ref=zg_bs_smart-home_4?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"8,870",3.8 out of 5 stars,$34.19,"https://images-na.ssl-images-amazon.com/images/I/61XkKzWHHPL._AC_UL200_SR200,200_.jpg"
Smart Home,Omron 10 Series Wireless Bluetooth Upper Arm Blood Pressure Monitor with Two User Mode…,https://www.amazon.com/Omron-Wireless-Bluetooth-Pressure-Monitor/dp/B00KW4PO82/ref=zg_bs_smart-home_5?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"7,596",4.2 out of 5 stars,$59.98,"https://images-na.ssl-images-amazon.com/images/I/81KHUVOA5bL._AC_UL200_SR200,200_.jpg"
Smart Home,Wyze Cam Pan 1080p Pan/Tilt/Zoom Wi-Fi Indoor Smart Home Camera with Night Vision and 2…,https://www.amazon.com/Wyze-1080p-Indoor-Camera-Vision/dp/B07DGR98VQ/ref=zg_bs_smart-home_6?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,131,4.4 out of 5 stars,$37.99,"https://images-na.ssl-images-amazon.com/images/I/31dz6wCIWML._AC_UL200_SR200,200_.jpg"
Smart Home,"ECOVACS DEEBOT N79S Robot Vacuum Cleaner with Max Power Suction, Alexa Connectivity, App…",https://www.amazon.com/ECOVACS-N79S-Connectivity-Controls-Self-Charging/dp/B077HW9XM7/ref=zg_bs_smart-home_7?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,718,4.3 out of 5 stars,$229.98,"https://images-na.ssl-images-amazon.com/images/I/81VC3bMWLIL._AC_UL200_SR200,200_.jpg"
Smart Home,Limited Edition Destiny 2 Ghost - Requires Alexa…,https://www.amazon.com/Limited-Destiny-Ghost-not-machine-specific/dp/B077J92PYC/ref=zg_bs_smart-home_8?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,485,2.0 out of 5 stars,$9.99,"https://images-na.ssl-images-amazon.com/images/I/51%2B6udG89kL._AC_UL200_SR200,200_.jpg"
Smart Home,"Ring Wi-Fi Enabled Video Doorbell in Satin Nickel, Works with Alexa",https://www.amazon.com/Ring-Wi-Fi-Enabled-Doorbell-Nickel/dp/B00N2ZDXW2/ref=zg_bs_smart-home_9?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"26,583",4.0 out of 5 stars,$99.99,"https://images-na.ssl-images-amazon.com/images/I/51D1asikWnL._AC_UL200_SR200,200_.jpg"
Smart Home,iRobot Roomba 690 Robot Vacuum with Wi-Fi Connectivity,https://www.amazon.com/iRobot-Roomba-Robot-Vacuum-Connectivity/dp/B077Y592C2/ref=zg_bs_smart-home_10?_encoding=UTF8&refRID=ZE0MJMK7N23W4251RX92,"1,834",4.1 out of 5 stars,$297.00 - $478.99,"https://images-na.ssl-images-amazon.com/images/I/71syD-znTDL._AC_UL200_SR200,200_.jpg"
Smart Home,"Bluetooth Body Fat Scale, FITINDEX Smart Wireless Digital Bathroom Weight Scale Body…",https://www.amazon.com/Bluetooth-FITINDEX-Wireless-Bathroom-Composition/dp/B078HW8BPY/ref=zg_bs_smart-home_11?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,511,4.6 out of 5 stars,$25.99,"https://images-na.ssl-images-amazon.com/images/I/71QJPYu3K9L._AC_UL200_SR200,200_.jpg"
Smart Home,"Ring Chime, A Wi-Fi-Enabled Speaker for Your Ring Video Doorbell",https://www.amazon.com/Ring-Chime-Wi-Fi-Enabled-Speaker-Doorbell/dp/B011MYEMKQ/ref=zg_bs_smart-home_12?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"5,118",4.2 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/51XI6xYS2uL._AC_UL200_SR200,200_.jpg"
Smart Home,"Etekcity 2 Pack Voltson Wi-Fi Smart Plug Mini Outlet with Energy Monitoring, No Hub…",https://www.amazon.com/Etekcity-Voltson-Monitoring-Required-Assistant/dp/B06XSTJST6/ref=zg_bs_smart-home_13?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,"3,064",3.8 out of 5 stars,$19.98,"https://images-na.ssl-images-amazon.com/images/I/61PsjrH3YNL._AC_UL200_SR200,200_.jpg"
Smart Home,Anova Culinary Sous Vide Precision Cooker Bluetooth,https://www.amazon.com/Anova-Culinary-Precision-Cooker-Bluetooth/dp/B07G4TQ2F4/ref=zg_bs_smart-home_14?_encoding=UTF8&refRID=ZE0MJMK7N23W4251RX92,"2,834",4.3 out of 5 stars,$24.99 - $342.30,"https://images-na.ssl-images-amazon.com/images/I/61rf%2B2tj07L._AC_UL200_SR200,200_.jpg"
Smart Home,"TP-Link AC1750 Smart WiFi Router - Dual Band Gigabit Wireless Internet Routers for home,…",https://www.amazon.com/TP-Link-AC1750-Smart-WiFi-Router/dp/B079JD7F7G/ref=zg_bs_smart-home_15?_encoding=UTF8&psc=1&refRID=ZE0MJMK7N23W4251RX92,47,4.4 out of 5 stars,$69.99,"https://images-na.ssl-images-amazon.com/images/I/61lOTXr9B1L._AC_UL200_SR200,200_.jpg"
Electronics,Fire TV Stick with Alexa Voice Remote | Streaming Media Player,https://www.amazon.com/Amazon-Fire-TV-Stick-With-Alexa-Voice-Remote-Streaming-Media-Player/dp/B00ZV9RDKK/ref=zg_bs_electronics_1?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"186,878",4.4 out of 5 stars,$39.99,"https://images-na.ssl-images-amazon.com/images/I/51zogHc40sL._AC_UL200_SR200,200_.jpg"
Electronics,Echo Dot (2nd Generation) - Smart speaker with Alexa - Black,https://www.amazon.com/Amazon-Echo-Dot-Portable-Bluetooth-Speaker-with-Alexa-Black/dp/B01DFKC2SO/ref=zg_bs_electronics_2?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"113,732",4.3 out of 5 stars,$49.99,"https://images-na.ssl-images-amazon.com/images/I/61ikAJnULvL._AC_UL200_SR200,200_.jpg"
Electronics,Fujifilm INSTAX Mini Instant Film Twin Pack (White),https://www.amazon.com/Fujifilm-INSTAX-Instant-Twin-Pack/dp/B00EB4ADQW/ref=zg_bs_electronics_3?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"4,829",4.4 out of 5 stars,$12.60,"https://images-na.ssl-images-amazon.com/images/I/813oF-FY01L._AC_UL200_SR200,200_.jpg"
Electronics,Certified Refurbished Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player,https://www.amazon.com/Certified-Refurbished-Remote-Pendant-Streaming/dp/B06XTWZL2W/ref=zg_bs_electronics_4?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,not found,not found,$39.99,"https://images-na.ssl-images-amazon.com/images/I/51cRj71%2BSTL._AC_UL200_SR200,200_.jpg"
Electronics,Roku Express | 5X more powerful HD Streaming,https://www.amazon.com/Roku-Express-more-powerful-Streaming/dp/B075XN1NZC/ref=zg_bs_electronics_5?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"3,424",4.4 out of 5 stars,$29.88,"https://images-na.ssl-images-amazon.com/images/I/71EGoGwkZ-L._AC_UL200_SR200,200_.jpg"
Electronics,"AmazonBasics 6-Outlet Surge Protector Power Strip 2-Pack, 200 Joule - Black",https://www.amazon.com/AmazonBasics-6-Outlet-Surge-Protector-2-Pack/dp/B014EKQ5AA/ref=zg_bs_electronics_6?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"2,904",4.4 out of 5 stars,$10.34,"https://images-na.ssl-images-amazon.com/images/I/81H-dmOxbBL._AC_UL200_SR200,200_.jpg"
Electronics,Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player,https://www.amazon.com/all-new-amazon-fire-tv-4k-uhd-streaming-media-player/dp/B01N32NCPM/ref=zg_bs_electronics_7?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"19,703",4.1 out of 5 stars,$69.99,"https://images-na.ssl-images-amazon.com/images/I/51cRj71%2BSTL._AC_UL200_SR200,200_.jpg"
Electronics,"BENGOO G9000 Stereo Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over…",https://www.amazon.com/BENGOO-Controller-Cancelling-Headphones-Surround/dp/B01H6GUCCQ/ref=zg_bs_electronics_8?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"5,100",4.2 out of 5 stars,$25.99,"https://images-na.ssl-images-amazon.com/images/I/61lK8SdSXXL._AC_UL200_SR200,200_.jpg"
Electronics,Echo (2nd Generation) - Smart speaker with Alexa - Charcoal Fabric,https://www.amazon.com/all-new-amazon-echo-speaker-with-wifi-alexa-dark-charcoal/dp/B06XCM9LJ4/ref=zg_bs_electronics_9?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"28,785",4.5 out of 5 stars,$99.99,"https://images-na.ssl-images-amazon.com/images/I/71vhCaHhHTL._AC_UL200_SR200,200_.jpg"
Electronics,"Kindle Paperwhite E-reader - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light,…",https://www.amazon.com/Amazon-Kindle-Paperwhite-6-Inch-4GB-eReader/dp/B00OQVZDJM/ref=zg_bs_electronics_10?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"62,782",4.5 out of 5 stars,$119.99,"https://images-na.ssl-images-amazon.com/images/I/616y1qzHetL._AC_UL200_SR200,200_.jpg"
Electronics,"AmazonBasics 6-Outlet Surge Protector Power Strip, 790 Joule - Black",https://www.amazon.com/AmazonBasics-6-Outlet-Surge-Protector-Power/dp/B00TP1C51M/ref=zg_bs_electronics_11?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"2,604",4.6 out of 5 stars,$8.99,"https://images-na.ssl-images-amazon.com/images/I/71rCo0i%2BqfL._AC_UL200_SR200,200_.jpg"
Electronics,"Wyze Cam 1080p HD Indoor Wireless Smart Home Camera with Night Vision, 2-Way Audio, Works…",https://www.amazon.com/Wyze-Indoor-Wireless-Camera-Vision/dp/B076H3SRXG/ref=zg_bs_electronics_12?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"1,323",4.0 out of 5 stars,$25.98,"https://images-na.ssl-images-amazon.com/images/I/51H5U1Q8RRL._AC_UL200_SR200,200_.jpg"
Electronics,Echo Dot (2nd Generation) - Smart speaker with Alexa - White,https://www.amazon.com/Amazon-Echo-Dot-Portable-Bluetooth-Speaker-with-Alexa-White/dp/B015TJD0Y4/ref=zg_bs_electronics_13?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"113,732",4.3 out of 5 stars,$49.99,"https://images-na.ssl-images-amazon.com/images/I/61wUAUVhrZL._AC_UL200_SR200,200_.jpg"
Electronics,"NETGEAR R6700 Nighthawk AC1750 Dual Band Smart WiFi Router, Gigabit Ethernet (R6700)",https://www.amazon.com/NETGEAR-R6700-Nighthawk-Gigabit-Ethernet/dp/B00R2AZLD2/ref=zg_bs_electronics_14?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"21,021",4.1 out of 5 stars,$89.99,"https://images-na.ssl-images-amazon.com/images/I/91-tQAAX4jL._AC_UL200_SR200,200_.jpg"
Electronics,Roku Streaming Stick+ | 4K/HDR/HD streaming player with 4x the wireless range & voice remote…,https://www.amazon.com/Roku-Streaming-Stick-streaming-wireless/dp/B075XLWML4/ref=zg_bs_electronics_15?_encoding=UTF8&psc=1&refRID=6Z6K9NZ60BCX0YMMW5ZM,"1,899",4.5 out of 5 stars,$54.00,"https://images-na.ssl-images-amazon.com/images/I/61PQr61qWeL._AC_UL200_SR200,200_.jpg"
Baby,"Dr. Brown's Bottle Brush, Blue",https://www.amazon.com/Dr-Browns-Bottle-Brush-Blue/dp/B000N0SNHY/ref=zg_bs_baby-products_1?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"2,750",3.9 out of 5 stars,$3.37,"https://images-na.ssl-images-amazon.com/images/I/31A1N4onNuL._AC_UL200_SR200,200_.jpg"
Baby,"Regalo Easy Step Walk Thru Gate, White, Fits Spaces between 29"" to 39"" Wide",https://www.amazon.com/Regalo-Easy-White-Spaces-between/dp/B001OC5UMQ/ref=zg_bs_baby-products_2?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"8,214",4.2 out of 5 stars,$32.00,"https://images-na.ssl-images-amazon.com/images/I/7119kSPczzL._AC_UL200_SR200,200_.jpg"
Baby,"Mommy's Helper Outlet Plugs, 36 Count",https://www.amazon.com/Mommys-Helper-Outlet-Plugs-Count/dp/B00081J3N6/ref=zg_bs_baby-products_3?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"2,845",4.4 out of 5 stars,$2.99,"https://images-na.ssl-images-amazon.com/images/I/41fZyBYixKL._AC_UL200_SR200,200_.jpg"
Baby,Nuby Ice Gel Teether Keys,https://www.amazon.com/Nuby-Ice-Gel-Teether-Keys/dp/B003N9M6YI/ref=zg_bs_baby-products_4?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"2,663",4.3 out of 5 stars,$3.88,"https://images-na.ssl-images-amazon.com/images/I/61Ehw9y8J0L._AC_UL200_SR200,200_.jpg"
Baby,Summer Infant Contoured Changing Pad,https://www.amazon.com/Summer-Infant-Contoured-Changing-Pad/dp/B009EDSWJA/ref=zg_bs_baby-products_5?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"9,056",4.6 out of 5 stars,$17.99,"https://images-na.ssl-images-amazon.com/images/I/81%2Bev0VHJHL._AC_UL200_SR200,200_.jpg"
Baby,The First Years Stack Up Cups,https://www.amazon.com/First-Years-Stack-Up-Cups/dp/B00005C5H4/ref=zg_bs_baby-products_6?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"1,976",4.8 out of 5 stars,$3.99,"https://images-na.ssl-images-amazon.com/images/I/51R0kZwuwbL._AC_UL200_SR200,200_.jpg"
Baby,"Munchkin Miracle 360 Trainer Cup, Green/Blue, 7 Ounce, 2 Count",https://www.amazon.com/Munchkin-Miracle-Trainer-Green-Ounce/dp/B00MRZIFD0/ref=zg_bs_baby-products_7?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"3,635",4.3 out of 5 stars,$8.99,"https://images-na.ssl-images-amazon.com/images/I/815-NsIYSYL._AC_UL200_SR200,200_.jpg"
Baby,Infant Optics DXR-8 Video Baby Monitor with Interchangeable Optical Lens,https://www.amazon.com/Infant-Optics-DXR-8-Monitor-Interchangeable/dp/B00ECHYTBI/ref=zg_bs_baby-products_8?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"22,784",4.4 out of 5 stars,$165.99,"https://images-na.ssl-images-amazon.com/images/I/81g5ls7JhTL._AC_UL200_SR200,200_.jpg"
Baby,Summer Infant My Size Potty - Training Toilet for Toddler Boys & Girls - with Flushing Sounds and…,https://www.amazon.com/Summer-Infant-Size-Potty-Dispenser/dp/B0154FF8OS/ref=zg_bs_baby-products_9?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"2,072",4.5 out of 5 stars,$24.86,"https://images-na.ssl-images-amazon.com/images/I/51oifYXQTkL._AC_UL200_SR200,200_.jpg"
Baby,"Medela Breast Milk Storage Bags, 100 Count Ready to Use Milk Storage Bags for Breastfeeding, Self…",https://www.amazon.com/Medela-Storage-Breastfeeding-Standing-Breastmilk/dp/B0723GXKJT/ref=zg_bs_baby-products_10?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,298,4.2 out of 5 stars,$12.74,"https://images-na.ssl-images-amazon.com/images/I/81lZwUeJyaL._AC_UL200_SR200,200_.jpg"
Baby,"Baby Banana Infant Training Toothbrush and Teether, Yellow",https://www.amazon.com/Baby-Banana-Training-Toothbrush-Teether/dp/B002QYW8LW/ref=zg_bs_baby-products_11?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"7,203",4.7 out of 5 stars,$7.61,"https://images-na.ssl-images-amazon.com/images/I/71vLVbAlWXL._AC_UL200_SR200,200_.jpg"
Baby,"Nuby Octopus Hoopla Bathtime Fun Toys, Purple",https://www.amazon.com/Nuby-Octopus-Hoopla-Bathtime-Purple/dp/B008CDR7LW/ref=zg_bs_baby-products_12?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"3,152",4.4 out of 5 stars,$6.88,"https://images-na.ssl-images-amazon.com/images/I/81g8LWaWFHL._AC_UL200_SR200,200_.jpg"
Baby,"Philips AVENT Bottle Warmer, Fast",https://www.amazon.com/Philips-AVENT-Bottle-Warmer-Fast/dp/B00LJ64JR4/ref=zg_bs_baby-products_13?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,944,3.9 out of 5 stars,$22.62,"https://images-na.ssl-images-amazon.com/images/I/61FvlpW3MCL._AC_UL200_SR200,200_.jpg"
Baby,"ChoiceRefill Compatible with Diaper Genie Pails, 4-Pack, 1080 Count",https://www.amazon.com/ChoiceRefill-Compatible-Diaper-Genie-4-Pack/dp/B073CLKNK3/ref=zg_bs_baby-products_14?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,570,4.4 out of 5 stars,$16.99,"https://images-na.ssl-images-amazon.com/images/I/81fFKLtSAmL._AC_UL200_SR200,200_.jpg"
Baby,"American Baby Company Waterproof Fitted Crib and Toddler Protective Mattress Pad Cover, White",https://www.amazon.com/American-Baby-Company-Waterproof-Protective/dp/B00MUZVKY8/ref=zg_bs_baby-products_15?_encoding=UTF8&psc=1&refRID=Z801CJ22YKQXB4YTWNJD,"1,362",4.2 out of 5 stars,$10.07,"https://images-na.ssl-images-amazon.com/images/I/41Uz0O3JUsL._AC_UL200_SR200,200_.jpg"
Books,"Girl, Wash Your Face: Stop Believing the Lies…",https://www.amazon.com/Girl-Wash-Your-Face-Believing/dp/1400201659/ref=zg_bs_books_1?_encoding=UTF8&psc=1&refRID=1MK2C0ATZKPSK7BV89DJ,"3,868",4.9 out of 5 stars,$13.79,"https://images-na.ssl-images-amazon.com/images/I/91R%2BeiTnLpL._AC_UL200_SR200,200_.jpg"
Books,The Russia Hoax: The Illicit Scheme to Clear…,https://www.amazon.com/Russia-Hoax-Illicit-Hillary-Clinton/dp/0062872745/ref=zg_bs_books_2?_encoding=UTF8&psc=1&refRID=1MK2C0ATZKPSK7BV89DJ,258,4.6 out of 5 stars,$16.79,"https://images-na.ssl-images-amazon.com/images/I/914mgiRUV4L._AC_UL200_SR200,200_.jpg"
Books,The Complete Ketogenic Diet for Beginners: Your…,https://www.amazon.com/Complete-Ketogenic-Diet-Beginners-Essential/dp/1623158087/ref=zg_bs_books_3?_encoding=UTF8&psc=1&refRID=1MK2C0ATZKPSK7BV89DJ,"1,085",4.1 out of 5 stars,$6.95,"https://images-na.ssl-images-amazon.com/images/I/81oZu7Bzh2L._AC_UL200_SR200,200_.jpg"
