catalog_name,product_name,product_url,product_reviews,product_stars,price,pic_url
Sports & Outdoors,"AmazonBasics High-Density Round Foam Roller, Black and Speckled Colors",https://www.amazon.com/AmazonBasics-High-Density-Roller-Speckled-Colors/dp/B018KFP8E4/ref=zg_bs_sporting-goods_7?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,"3,158",4.5 out of 5 stars,$9.99 - $22.99,"https://images-na.ssl-images-amazon.com/images/I/51lAupfvazL._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,Simple Modern Summit Water Bottle + Extra Lid - Wide Mouth Vacuum Insulated 18/8 Stainless…,https://www.amazon.com/Simple-Modern-Summit-Water-Bottle/dp/B07DMFKTK4/ref=zg_bs_sporting-goods_8?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,"3,936",4.5 out of 5 stars,$10.00 - $31.99,"https://images-na.ssl-images-amazon.com/images/I/41e7TZo%2BlHL._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,"Sports Research Sweet Sweat Premium Waist Trimmer, for Men & Women ~ Includes Free…",https://www.amazon.com/Sports-Research-Premium-Breathable-Carrying/dp/B07BLMWMLY/ref=zg_bs_sporting-goods_9?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,"4,530",4.6 out of 5 stars,$20.95 - $32.50,"https://images-na.ssl-images-amazon.com/images/I/813FFWMx9fL._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,"LETSCOM Fitness Tracker HR, Activity Tracker Watch with Heart Rate Monitor, Waterproof…",https://www.amazon.com/LETSCOM-Fitness-Activity-Waterproof-Pedometer/dp/B07B49J38S/ref=zg_bs_sporting-goods_10?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,"1,264",3.8 out of 5 stars,$29.98 - $31.99,"https://images-na.ssl-images-amazon.com/images/I/618Qr%2BFxrFL._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,YETI Rambler 20 oz Stainless Steel Vacuum Insulated Tumbler w/MagSlider Lid,https://www.amazon.com/YETI-Rambler-Stainless-Insulated-MagSlider/dp/B073WK4HWB/ref=zg_bs_sporting-goods_11?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,"1,362",4.4 out of 5 stars,$29.98 - $99.99,"https://images-na.ssl-images-amazon.com/images/I/81zQTu3Cy3L._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,High Sierra Loop Backpack,https://www.amazon.com/High-Sierra-Backpack-College-backpack/dp/B07G317DLZ/ref=zg_bs_sporting-goods_12?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,"2,017",4.3 out of 5 stars,$21.00 - $74.42,"https://images-na.ssl-images-amazon.com/images/I/91FBFtBb5TL._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,NIKE Performance Cushion Crew Socks with Band (6 Pairs),https://www.amazon.com/NIKE-Performance-Cushion-Socks-Pairs/dp/B06Y4CJVQY/ref=zg_bs_sporting-goods_13?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,694,4.4 out of 5 stars,$14.99,"https://images-na.ssl-images-amazon.com/images/I/81PTFhxgEwL._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,"AdMaster for Apple Watch Bands 38mm 42mm,Soft Silicone Replacement Wristband for…",https://www.amazon.com/AdMaster-Silicone-Replacement-Wristband-iWatch/dp/B07G19FY2K/ref=zg_bs_sporting-goods_14?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,523,4.3 out of 5 stars,$7.40 - $32.99,"https://images-na.ssl-images-amazon.com/images/I/51IjUlqw2DL._AC_UL200_SR200,200_.jpg"
Sports & Outdoors,"Chapin 20000 1-Gallon Poly Lawn, Garden, And Multi-Purpose Or Home Project Sprayer Great…",https://www.amazon.com/Chapin-1-Gallon-Multi-Purpose-Fertilizers-Household/dp/B07FQV4T2T/ref=zg_bs_sporting-goods_15?_encoding=UTF8&refRID=V194FGWSE23JGQQR07S6,"5,201",4.3 out of 5 stars,$10.08 - $124.49,"https://images-na.ssl-images-amazon.com/images/I/514%2BgAvGNTL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Fire TV Stick with Alexa Voice Remote | Streaming Media Player,https://www.amazon.com/Amazon-Fire-TV-Stick-With-Alexa-Voice-Remote-Streaming-Media-Player/dp/B00ZV9RDKK/ref=zg_bs_amazon-devices_1?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"186,880",4.4 out of 5 stars,$39.99,"https://images-na.ssl-images-amazon.com/images/I/51zogHc40sL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Echo Dot (2nd Generation) - Smart speaker with Alexa - Black,https://www.amazon.com/Amazon-Echo-Dot-Portable-Bluetooth-Speaker-with-Alexa-Black/dp/B01DFKC2SO/ref=zg_bs_amazon-devices_2?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"113,732",4.3 out of 5 stars,$49.99,"https://images-na.ssl-images-amazon.com/images/I/61ikAJnULvL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Certified Refurbished Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player,https://www.amazon.com/Certified-Refurbished-Remote-Pendant-Streaming/dp/B06XTWZL2W/ref=zg_bs_amazon-devices_3?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,not found,not found,$39.99,"https://images-na.ssl-images-amazon.com/images/I/51cRj71%2BSTL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Fire TV with 4K Ultra HD and Alexa Voice Remote (Pendant Design) | Streaming Media Player,https://www.amazon.com/all-new-amazon-fire-tv-4k-uhd-streaming-media-player/dp/B01N32NCPM/ref=zg_bs_amazon-devices_4?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"19,703",4.1 out of 5 stars,$69.99,"https://images-na.ssl-images-amazon.com/images/I/51cRj71%2BSTL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Echo (2nd Generation) - Smart speaker with Alexa - Charcoal Fabric,https://www.amazon.com/all-new-amazon-echo-speaker-with-wifi-alexa-dark-charcoal/dp/B06XCM9LJ4/ref=zg_bs_amazon-devices_5?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"28,786",4.5 out of 5 stars,$99.99,"https://images-na.ssl-images-amazon.com/images/I/71vhCaHhHTL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,"Kindle Paperwhite E-reader - Black, 6"" High-Resolution Display (300 ppi) with Built-in Light,…",https://www.amazon.com/Amazon-Kindle-Paperwhite-6-Inch-4GB-eReader/dp/B00OQVZDJM/ref=zg_bs_amazon-devices_6?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"62,784",4.5 out of 5 stars,$119.99,"https://images-na.ssl-images-amazon.com/images/I/616y1qzHetL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Amazon Ethernet Adapter for Amazon Fire TV Devices,https://www.amazon.com/Amazon-Ethernet-Adapter-Fire-Devices/dp/B074TC662N/ref=zg_bs_amazon-devices_7?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"1,609",3.9 out of 5 stars,$14.99,"https://images-na.ssl-images-amazon.com/images/I/51lS5gvNgyL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Echo Dot (2nd Generation) - Smart speaker with Alexa - White,https://www.amazon.com/Amazon-Echo-Dot-Portable-Bluetooth-Speaker-with-Alexa-White/dp/B015TJD0Y4/ref=zg_bs_amazon-devices_8?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"113,732",4.3 out of 5 stars,$49.99,"https://images-na.ssl-images-amazon.com/images/I/61wUAUVhrZL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Certified Refurbished Echo Dot (2nd Generation) - Black,https://www.amazon.com/Certified-Refurbished-Echo-Dot-Generation/dp/B01DFKBI6G/ref=zg_bs_amazon-devices_9?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"2,413",4.2 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/61ikAJnULvL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,SanDisk 32 GB micro SD Memory Card for Fire Tablets and Fire TV,https://www.amazon.com/SanDisk-micro-Memory-Card-Tablets/dp/B013TMNKAW/ref=zg_bs_amazon-devices_10?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"9,842",4.5 out of 5 stars,$12.68,"https://images-na.ssl-images-amazon.com/images/I/41r94XFDgyL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Certified Refurbished Echo Dot (2nd Generation) - White,https://www.amazon.com/Certified-Refurbished-Echo-Dot-Generation/dp/B01DFKC6CQ/ref=zg_bs_amazon-devices_11?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"2,413",4.2 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/61wUAUVhrZL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Alexa Voice Remote for Amazon Fire TV and Fire TV Stick,https://www.amazon.com/Alexa-Voice-Remote-Amazon-Stick/dp/B071D41YC3/ref=zg_bs_amazon-devices_12?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"1,568",3.7 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/618muNEzgbL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,"Fire 7 Tablet with Alexa, 7"" Display, 8 GB, Black - with Special Offers",https://www.amazon.com/All-New-Amazon-Fire-7-Tablet/dp/B01GEW27DA/ref=zg_bs_amazon-devices_13?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"35,800",4.0 out of 5 stars,$49.99,"https://images-na.ssl-images-amazon.com/images/I/61-H8NmkaXL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,"Fire HD 8 Tablet with Alexa, 8"" HD Display, 32 GB, Black - with Special Offers",https://www.amazon.com/Fire-Tablet-Alexa-Display-Black/dp/B01J94T4R2/ref=zg_bs_amazon-devices_14?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,"45,444",4.2 out of 5 stars,$89.99,"https://images-na.ssl-images-amazon.com/images/I/61ZAWVoW9BL._AC_UL200_SR200,200_.jpg"
Amazon Devices & Accessories,Limited Edition Destiny 2 Ghost - Requires Alexa…,https://www.amazon.com/Limited-Destiny-Ghost-not-machine-specific/dp/B077J92PYC/ref=zg_bs_amazon-devices_15?_encoding=UTF8&psc=1&refRID=DTRAE0HKTRS1DYQ67MYP,485,2.0 out of 5 stars,$9.99,"https://images-na.ssl-images-amazon.com/images/I/51%2B6udG89kL._AC_UL200_SR200,200_.jpg"
Musical Instruments,Bluetooth Headphones In Ear Wireless Earbuds 4.2 Sweat proof Stereo Bluetooth Earphones for…,https://www.amazon.com/Bluetooth-Headphones-Wireless-Earphones-Improved/dp/B07F9P96D9/ref=zg_bs_musical-instruments_1?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,147,4.7 out of 5 stars,$99.99,"https://images-na.ssl-images-amazon.com/images/I/51tqOiwAJML._AC_UL200_SR200,200_.jpg"
Musical Instruments,"Snark SN5X Clip-On Tuner for Guitar, Bass & Violin (Current Model)",https://www.amazon.com/Snark-SN5X-Guitar-Violin-Current/dp/B01H74YV56/ref=zg_bs_musical-instruments_2?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"3,177",4.5 out of 5 stars,$8.79,"https://images-na.ssl-images-amazon.com/images/I/714hFkRuT1L._AC_UL200_SR200,200_.jpg"
Musical Instruments,"NEEWER Adjustable Microphone Suspension Boom Scissor Arm Stand, Compact Mic Stand Made of…",https://www.amazon.com/Adjustable-Microphone-Suspension-Broadcasting-Voice-Over/dp/B00DY1F2CS/ref=zg_bs_musical-instruments_3?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"3,860",3.8 out of 5 stars,$12.50,"https://images-na.ssl-images-amazon.com/images/I/61BGVzD1T3L._AC_UL200_SR200,200_.jpg"
Musical Instruments,"On Stage XCG4 Black Tripod Guitar Stand, Single Stand",https://www.amazon.com/Stage-XCG4-Tripod-Guitar-Single/dp/B0006NDF8A/ref=zg_bs_musical-instruments_4?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"3,278",4.5 out of 5 stars,$12.95,"https://images-na.ssl-images-amazon.com/images/I/71LXdDfBWbL._AC_UL200_SR200,200_.jpg"
Musical Instruments,Professional Grade Lavalier Lapel Microphone ­ Omnidirectional Mic with Easy Clip On System ­…,https://www.amazon.com/Professional-Microphone-Omnidirectional-Recording-Conference/dp/B01AG56HYQ/ref=zg_bs_musical-instruments_5?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"1,718",4.4 out of 5 stars,$21.98,"https://images-na.ssl-images-amazon.com/images/I/710PV2aAHML._AC_UL200_SR200,200_.jpg"
Musical Instruments,Professional #1 Best Lavalier Lapel Microphone Omnidirectional Condenser Mic for Apple IPhone…,https://www.amazon.com/Professional-Microphone-Omnidirectional-Smartphones-Cancelling/dp/B016C4ZG74/ref=zg_bs_musical-instruments_6?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"1,088",4.1 out of 5 stars,$11.99,"https://images-na.ssl-images-amazon.com/images/I/61beGw1AtRL._AC_UL200_SR200,200_.jpg"
Musical Instruments,AmazonBasics XLR Male to Female Microphone Cable - 6 Feet,https://www.amazon.com/AmazonBasics-Male-Female-Microphone-Cable/dp/B01JNLTTKS/ref=zg_bs_musical-instruments_7?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,559,4.7 out of 5 stars,$5.99,"https://images-na.ssl-images-amazon.com/images/I/81ylAAz6O6L._AC_UL200_SR200,200_.jpg"
Musical Instruments,Dragonpad USA Pop Filter Studio Microphone Mic Wind Screen Pop Filter Swivel Mount 360…,https://www.amazon.com/Dragonpad-USA-Microphone-Flexible-Gooseneck/dp/B008AOH1O6/ref=zg_bs_musical-instruments_8?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"3,918",4.1 out of 5 stars,$8.98,"https://images-na.ssl-images-amazon.com/images/I/81cvqJ4Z5RL._AC_UL200_SR200,200_.jpg"
Musical Instruments,"Elixir Strings 80/20 Bronze Acoustic Guitar Strings w NANOWEB Coating, Light (.012-.053)",https://www.amazon.com/Elixir-Strings-Acoustic-NANOWEB-012-053/dp/B0002E1O2C/ref=zg_bs_musical-instruments_9?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"1,989",4.5 out of 5 stars,$13.99,"https://images-na.ssl-images-amazon.com/images/I/81CLxWh7FrL._AC_UL200_SR200,200_.jpg"
Musical Instruments,String Swing CC01K-BW Guitar Hanger and Guitar Wall Mount Bracket Holder for Acoustic and…,https://www.amazon.com/String-Swing-CC01K-BW-Acoustic-Electric/dp/B00A2WZJDE/ref=zg_bs_musical-instruments_10?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"2,405",4.8 out of 5 stars,$12.49,"https://images-na.ssl-images-amazon.com/images/I/816VWQlPdbL._AC_UL200_SR200,200_.jpg"
Musical Instruments,"Donner DC-2 Guitar Capo for Acoustic and Electric Guitar, Ukulele Capo Black",https://www.amazon.com/Donner-DC-2-Acoustic-Electric-Ukulele/dp/B00XKVP8BC/ref=zg_bs_musical-instruments_11?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,971,4.8 out of 5 stars,$9.99,"https://images-na.ssl-images-amazon.com/images/I/51uyNcQ4ikL._AC_UL200_SR200,200_.jpg"
Musical Instruments,"USB Microphone,Fifine Metal Condenser Recording Microphone For Laptop MAC Or Windows…",https://www.amazon.com/Microphone-Condenser-Recording-Streaming-669B/dp/B06XCKGLTP/ref=zg_bs_musical-instruments_12?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,483,4.4 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/61u4FYXctPL._AC_UL200_SR200,200_.jpg"
Musical Instruments,Sony MDR7506 Professional Large Diaphragm Headphone,https://www.amazon.com/Sony-MDR7506-Professional-Diaphragm-Headphone/dp/B000AJIF4E/ref=zg_bs_musical-instruments_13?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,"4,557",4.6 out of 5 stars,not found,"https://images-na.ssl-images-amazon.com/images/I/81TzTAx8weL._AC_UL200_SR200,200_.jpg"
Musical Instruments,ZPS 20-pack 0.46mm Stylish Colorful Celluloid Guitar Picks Plectrums for Guitar Bass,https://www.amazon.com/ZPS-20-pack-Colorful-Celluloid-Plectrums/dp/B00HFSHFPI/ref=zg_bs_musical-instruments_14?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,667,3.9 out of 5 stars,$1.00,"https://images-na.ssl-images-amazon.com/images/I/61nA9Xshq-L._AC_UL200_SR200,200_.jpg"
Musical Instruments,"Fender Premium Picks Sampler - 24 Pack Includes Thin, Medium & Heavy Gauges",https://www.amazon.com/Fender-Premium-Picks-Sampler-Medium/dp/B00DSSOVJW/ref=zg_bs_musical-instruments_15?_encoding=UTF8&psc=1&refRID=65D4Y6DGTZ575WFGQ3R9,691,4.6 out of 5 stars,$10.99,"https://images-na.ssl-images-amazon.com/images/I/71AnM4HEVFL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,300 Unopened Baseball Cards Collection in Factory Sealed Packs of Vintage MLB Baseball Cards…,https://www.amazon.com/Unopened-Baseball-Collection-Factory-Vintage/dp/B00MJVS9YM/ref=zg_bs_sports-collectibles_1?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,105,3.9 out of 5 stars,$14.85,"https://images-na.ssl-images-amazon.com/images/I/61RY41omAuL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,I'm Too Old For This Shit Hat - Adjustable Mens Black - Funny Quote Cap. Great Birthday Gift for…,https://www.amazon.com/Too-Old-This-Shit-Hat/dp/B078GHRC8K/ref=zg_bs_sports-collectibles_2?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,18,4.6 out of 5 stars,$19.95,"https://images-na.ssl-images-amazon.com/images/I/61fXr1m0NaL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,2017 - 2018 NBA Hoops Factory Sealed Basketball Cards w/ 1 AUTOGRAPH OR MEMORABILIA Card…,https://www.amazon.com/2017-Factory-Basketball-AUTOGRAPH-MEMORABILIA/dp/B076QJMSL7/ref=zg_bs_sports-collectibles_3?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,13,3.9 out of 5 stars,$24.89,"https://images-na.ssl-images-amazon.com/images/I/91zpDRQ3PuL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,2018 Upper Deck Vegas Golden Knights Inaugural Season Commemorative 55-Card Set - Hockey Team Sets,https://www.amazon.com/Golden-Knights-Inaugural-Commemorative-55-Card/dp/B07DKWXCNC/ref=zg_bs_sports-collectibles_4?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,not found,not found,$29.99,"https://images-na.ssl-images-amazon.com/images/I/81%2B6wFEJAgL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,300 Unopened Basketball Cards Collection in Factory Sealed Packs of Vintage NBA Basketball…,https://www.amazon.com/Unopened-Basketball-Collection-Shaquille-Stockton/dp/B009STUT32/ref=zg_bs_sports-collectibles_5?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,41,3.5 out of 5 stars,$22.99,"https://images-na.ssl-images-amazon.com/images/I/51l%2BqU04XjL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,Beckett Baseball Card Monthly Price Guide Value Mag Sept 2018 Gleyeber Torres Yankees,https://www.amazon.com/Beckett-Baseball-Monthly-Gleyeber-Yankees/dp/B009EVMGI0/ref=zg_bs_sports-collectibles_6?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,24,3.6 out of 5 stars,$9.99,"https://images-na.ssl-images-amazon.com/images/I/7158X9Rls7L._AC_UL200_SR200,200_.jpg"
Sports Collectibles,Golden State Warriors 2018 NBA Finals Champions Panini 30 Card Team Set - Basketball Team Sets,https://www.amazon.com/Golden-Warriors-Finals-Champions-Panini/dp/B07DM78MB8/ref=zg_bs_sports-collectibles_7?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,1,5.0 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/81hTil8JkgL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,"Football Cards Fantasy QBs: Tom Brady, Carson Wentz, Dak Prescott, Aaron Rodgers, Russell…",https://www.amazon.com/Football-Cards-Fantasy-QBs-Roethlisberger/dp/B078WZXMB1/ref=zg_bs_sports-collectibles_8?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,2,5.0 out of 5 stars,$29.99,"https://images-na.ssl-images-amazon.com/images/I/91MNU1fuGTL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,2017 Score NFL Football AWESOME Factory Sealed JUMBO FAT Pack with 40 Cards! Loaded with…,https://www.amazon.com/Football-EXCLUSIVE-Autographs-Trubisky-Fournette/dp/B071VBY1JH/ref=zg_bs_sports-collectibles_9?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,12,4.2 out of 5 stars,$6.95,"https://images-na.ssl-images-amazon.com/images/I/712E-Tk70nL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,2017 Panini Contenders Draft Picks - 2 Autographs per Box!!!,https://www.amazon.com/2017-Panini-Contenders-Draft-Picks/dp/B071R68LJL/ref=zg_bs_sports-collectibles_10?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,16,3.7 out of 5 stars,$15.00,"https://images-na.ssl-images-amazon.com/images/I/818VSsilW6L._AC_UL200_SR200,200_.jpg"
Sports Collectibles,Damn I Got Old Quick PATCH Iron On Embroidered Funny - 3 x 1.5 inch,https://www.amazon.com/Damn-Quick-PATCH-Embroidered-Funny/dp/B06XC14WMH/ref=zg_bs_sports-collectibles_11?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,14,4.3 out of 5 stars,$6.95,"https://images-na.ssl-images-amazon.com/images/I/51JwpSPZXqL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,"Basketball Cards: Stephen Curry, Lebron James, Giannis Antetokounmpo, Kevin Durant, James…",https://www.amazon.com/Basketball-Cards-Antetokounmpo-Westbrook-ASSORTED/dp/B078VNSG71/ref=zg_bs_sports-collectibles_12?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,6,4.6 out of 5 stars,$21.99,"https://images-na.ssl-images-amazon.com/images/I/91DQ3-fF0ML._AC_UL200_SR200,200_.jpg"
Sports Collectibles,2016-2017 Score NFL Football Trading Cards Retail Factory Sealed Box,https://www.amazon.com/2016-2017-Football-Trading-Retail-Factory/dp/B01J27UMP4/ref=zg_bs_sports-collectibles_13?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,102,4.5 out of 5 stars,$19.95,"https://images-na.ssl-images-amazon.com/images/I/61kgVbT0Q9L._AC_UL200_SR200,200_.jpg"
Sports Collectibles,"Golden State Warriors Cards: Stephen Curry, Kevin Durant, Klay Thompson, Draymond Green…",https://www.amazon.com/Golden-State-Warriors-Cards-Wristbands/dp/B0797BK9K8/ref=zg_bs_sports-collectibles_14?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,3,5.0 out of 5 stars,$13.99,"https://images-na.ssl-images-amazon.com/images/I/81PR7UWdNWL._AC_UL200_SR200,200_.jpg"
Sports Collectibles,"Los Angeles Dodgers Baseball Cards: Corey Seager, Cody Bellinger, Justin Turner, Clayton Kershaw, Matt Kemp ASSORTED LA Trading Card and…",https://www.amazon.com/Los-Angeles-Dodgers-Baseball-Cards/dp/B07F228YHP/ref=zg_bs_sports-collectibles_15?_encoding=UTF8&psc=1&refRID=94384B65H5DN8VH6PTN3,not found,not found,$9.99,"https://images-na.ssl-images-amazon.com/images/I/81TUdlCT5iL._AC_UL200_SR200,200_.jpg"
Beauty & Personal Care,"TruSkin Naturals Vitamin C Serum for Face, Topical Facial Serum with Hyaluronic Acid & Vitamin E, 1…",https://www.amazon.com/TruSkin-Naturals-Vitamin-Topical-Hyaluronic/dp/B01M4MCUAF/ref=zg_bs_beauty_1?_encoding=UTF8&psc=1&refRID=AP7VEM006T0W4KCVEA4Y,"9,729",4.3 out of 5 stars,$19.99,"https://images-na.ssl-images-amazon.com/images/I/71zxdP5nq8L._AC_UL200_SR200,200_.jpg"
Beauty & Personal Care,"Gillette Fusion Manual Men’s Razor Blade Refills, 12 Count, Mens Razors/Blades",https://www.amazon.com/Gillette-Fusion-Manual-Refills-Razors/dp/B004B8AZH0/ref=zg_bs_beauty_2?_encoding=UTF8&psc=1&refRID=AP7VEM006T0W4KCVEA4Y,"4,103",4.6 out of 5 stars,$23.61,"https://images-na.ssl-images-amazon.com/images/I/714OiWawmYL._AC_UL200_SR200,200_.jpg"
Beauty & Personal Care,"COSRX Acne Pimple Master Patch, 24 Patches",https://www.amazon.com/COSRX-Pimple-Master-Patch-Patches/dp/B00PBX3TN6/ref=zg_bs_beauty_3?_encoding=UTF8&psc=1&refRID=AP7VEM006T0W4KCVEA4Y,"2,999",3.9 out of 5 stars,$4.97,"https://images-na.ssl-images-amazon.com/images/I/51lG9gRPd6L._AC_UL200_SR200,200_.jpg"
Beauty & Personal Care,"Crest 3D White Whitening Toothpaste, Radiant Mint, 3.5 oz, Pack of 2",https://www.amazon.com/Crest-White-Whitening-Toothpaste-Radiant/dp/B019FGCM00/ref=zg_bs_beauty_4?_encoding=UTF8&psc=1&refRID=AP7VEM006T0W4KCVEA4Y,516,4.4 out of 5 stars,$5.71,"https://images-na.ssl-images-amazon.com/images/I/91H8n0cOO2L._AC_UL200_SR200,200_.jpg"
Beauty & Personal Care,"ArtNaturals Aromatherapy Top 8 Essential Oils, 100% Pure of The Highest Quality, Peppermint…",https://www.amazon.com/ArtNaturals-Aromatherapy-Peppermint-Frankincense-Therapeutic/dp/B01161IL20/ref=zg_bs_beauty_5?_encoding=UTF8&psc=1&refRID=AP7VEM006T0W4KCVEA4Y,"5,908",4.2 out of 5 stars,$14.95,"https://images-na.ssl-images-amazon.com/images/I/81EOdNGbQlL._AC_UL200_SR200,200_.jpg"
Beauty & Personal Care,"Aztec Secret Indian Healing Clay Deep Pore Cleansing, 1 Pound",https://www.amazon.com/Aztec-Secret-Indian-Healing-Cleansing/dp/B00S7ZPB8Q/ref=zg_bs_beauty_6?_encoding=UTF8&psc=1&refRID=AP7VEM006T0W4KCVEA4Y,"1,629",4.6 out of 5 stars,$8.60,"https://images-na.ssl-images-amazon.com/images/I/81c-RMvuomL._AC_UL200_SR200,200_.jpg"
Beauty & Personal Care,"Dove Body Wash, Deep Moisture 22 oz, Pack of 4",https://www.amazon.com/Dove-Body-Wash-Deep-Moisture/dp/B00SK72CZ6/ref=zg_bs_beauty_7?_encoding=UTF8&psc=1&refRID=AP7VEM006T0W4KCVEA4Y,"3,891",4.4 out of 5 stars,$17.86,"https://images-na.ssl-images-amazon.com/images/I/71QfEjAzPvL._AC_UL200_SR200,200_.jpg"
